age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
49.50000000000001, Private, HS-grad,9.9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,8027.800000000001,0.0,44.0, United-States, >50K
58.300000000000004, Private, Assoc-acdm,13.200000000000001, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,66.0, United-States, <=50K
58.300000000000004, State-gov, Doctorate,17.6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
31.900000000000002, Private, Bachelors,14.3, Never-married, Sales, Unmarried, Black, Male,0.0,0.0,44.0, United-States, <=50K
56.1, Private, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, <=50K
45.1, Private, Bachelors,14.3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,44.0, Germany, <=50K
28.6, Private, Some-college,11.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,44.0, United-States, <=50K
27.500000000000004, Private, Bachelors,14.3, Never-married, Other-service, Own-child, White, Male,0.0,0.0,19.8, United-States, <=50K
33.0, Local-gov, HS-grad,9.9, Separated, Other-service, Unmarried, White, Female,0.0,0.0,28.6, United-States, >50K
55.00000000000001, Private, HS-grad,9.9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,77.0, United-States, <=50K
53.900000000000006, Private, Bachelors,14.3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
47.300000000000004, Private, Assoc-voc,12.100000000000001, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,49.50000000000001, United-States, >50K
49.50000000000001, Private, HS-grad,9.9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,49.50000000000001, United-States, >50K
35.2, Local-gov, HS-grad,9.9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
37.400000000000006, Private, Bachelors,14.3, Married-civ-spouse, Sales, Husband, White, Male,16526.4,0.0,44.0, United-States, >50K
67.10000000000001, Self-emp-not-inc, 11th,7.700000000000001, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
29.700000000000003, Private, HS-grad,9.9, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,44.0, Jamaica, <=50K
56.1, Federal-gov, Some-college,11.0, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,44.0, United-States, <=50K
35.2, Private, Some-college,11.0, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0.0,1914.0000000000002,44.0, ?, <=50K
70.4, ?, HS-grad,9.9, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,11.0, United-States, <=50K
48.400000000000006, Private, Assoc-voc,12.100000000000001, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
31.900000000000002, Private, HS-grad,9.9, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,55.00000000000001, ?, <=50K
23.1, ?, Some-college,11.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,30.800000000000004, United-States, <=50K
22.0, Private, HS-grad,9.9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4159.1,0.0,55.00000000000001, United-States, <=50K
27.500000000000004, Private, 9th,5.5, Never-married, Farming-fishing, Other-relative, White, Male,0.0,0.0,49.50000000000001, Mexico, <=50K
53.900000000000006, Private, 7th-8th,4.4, Widowed, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,44.0, United-States, <=50K
26.400000000000002, Private, Some-college,11.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,44.0, United-States, <=50K
64.9, Private, Some-college,11.0, Separated, Sales, Not-in-family, White, Male,15492.400000000001,0.0,66.0, United-States, >50K
34.1, Self-emp-inc, Bachelors,14.3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.50000000000001, United-States, >50K
29.700000000000003, Private, Bachelors,14.3, Never-married, Sales, Own-child, White, Male,0.0,0.0,44.0, United-States, <=50K
22.0, Private, Some-college,11.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
23.1, ?, Some-college,11.0, Never-married, ?, Own-child, White, Female,0.0,0.0,6.6000000000000005, United-States, <=50K
25.3, Private, HS-grad,9.9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,44.0, United-States, <=50K
29.700000000000003, Private, HS-grad,9.9, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,44.0, United-States, <=50K
44.0, Private, HS-grad,9.9, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
41.800000000000004, Private, Prof-school,16.5, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,55.00000000000001, United-States, >50K
41.800000000000004, Private, Some-college,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,44.0, United-States, >50K
46.2, Self-emp-not-inc, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,27.500000000000004, Jamaica, <=50K
31.900000000000002, Private, Some-college,11.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,44.0, United-States, <=50K
51.7, Private, HS-grad,9.9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,44.0, United-States, >50K
26.400000000000002, State-gov, 7th-8th,4.4, Never-married, Tech-support, Unmarried, White, Female,0.0,0.0,22.0, United-States, <=50K
56.1, Private, Assoc-voc,12.100000000000001, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,41.800000000000004, United-States, <=50K
27.500000000000004, Private, Bachelors,14.3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
40.7, Private, Assoc-voc,12.100000000000001, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,35.2, United-States, <=50K
90.2, Private, 5th-6th,3.3000000000000003, Widowed, Other-service, Unmarried, White, Male,0.0,0.0,22.0, United-States, <=50K
50.6, Local-gov, Masters,15.400000000000002, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,41.800000000000004, United-States, >50K
23.1, Private, Some-college,11.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,22.0, ?, <=50K
35.2, ?, Bachelors,14.3, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,22.0, United-States, <=50K
28.6, ?, Bachelors,14.3, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,22.0, United-States, <=50K
25.3, ?, Assoc-acdm,13.200000000000001, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0.0,0.0,17.6, Philippines, >50K
66.0, Self-emp-inc, HS-grad,9.9, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
28.6, Private, Some-college,11.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,49.50000000000001, United-States, <=50K
45.1, Private, Bachelors,14.3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
44.0, Private, HS-grad,9.9, Married-civ-spouse, Sales, Husband, White, Male,8027.800000000001,0.0,49.50000000000001, United-States, >50K
37.400000000000006, Private, Masters,15.400000000000002, Divorced, Exec-managerial, Unmarried, Black, Female,0.0,0.0,44.0, United-States, <=50K
26.400000000000002, Private, HS-grad,9.9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, <=50K
30.800000000000004, Private, Some-college,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.50000000000001, United-States, <=50K
31.900000000000002, Private, HS-grad,9.9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,17.6, United-States, <=50K
27.500000000000004, Private, Bachelors,14.3, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,44.0, United-States, >50K
23.1, Private, Some-college,11.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,44.0, United-States, <=50K
58.300000000000004, State-gov, Doctorate,17.6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, >50K
62.7, ?, HS-grad,9.9, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,66.0, United-States, <=50K
49.50000000000001, Private, Assoc-acdm,13.200000000000001, Divorced, Adm-clerical, Unmarried, Black, Male,0.0,0.0,38.5, United-States, <=50K
45.1, Federal-gov, Bachelors,14.3, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
34.1, Private, Bachelors,14.3, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
31.900000000000002, Private, 7th-8th,4.4, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,44.0, United-States, <=50K
29.700000000000003, Private, Bachelors,14.3, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
22.0, Private, Some-college,11.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,16.5, United-States, <=50K
35.2, Private, Some-college,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, <=50K
36.300000000000004, Self-emp-not-inc, Assoc-voc,12.100000000000001, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,71.5, United-States, <=50K
18.700000000000003, ?, 11th,7.700000000000001, Never-married, ?, Own-child, White, Female,0.0,0.0,8.8, United-States, <=50K
35.2, Private, HS-grad,9.9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,44.0, Hong, <=50K
25.3, ?, HS-grad,9.9, Never-married, ?, Own-child, Black, Male,0.0,0.0,13.200000000000001, England, <=50K
72.60000000000001, Local-gov, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,2493.7000000000003,44.0, United-States, <=50K
40.7, Private, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
51.7, Private, 11th,7.700000000000001, Married-civ-spouse, Craft-repair, Husband, White, Male,8027.800000000001,0.0,44.0, United-States, >50K
55.00000000000001, Private, HS-grad,9.9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, <=50K
39.6, Private, Some-college,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,48.400000000000006, United-States, <=50K
18.700000000000003, Private, 11th,7.700000000000001, Never-married, Sales, Own-child, White, Female,0.0,0.0,19.8, United-States, >50K
51.7, Private, Bachelors,14.3, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,44.0, United-States, <=50K
45.1, Private, HS-grad,9.9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
42.900000000000006, Private, Bachelors,14.3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,49.50000000000001, United-States, <=50K
39.6, Private, Prof-school,16.5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.00000000000001, ?, <=50K
39.6, Federal-gov, Assoc-voc,12.100000000000001, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
33.0, Private, Some-college,11.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,71.5, United-States, <=50K
51.7, Self-emp-inc, HS-grad,9.9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,88.0, United-States, >50K
27.500000000000004, Private, 11th,7.700000000000001, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
31.900000000000002, Private, Bachelors,14.3, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55.00000000000001, United-States, >50K
41.800000000000004, Private, Some-college,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,8027.800000000001,0.0,66.0, United-States, >50K
31.900000000000002, Private, HS-grad,9.9, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,44.0, United-States, <=50K
56.1, Private, Assoc-acdm,13.200000000000001, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,44.0, United-States, <=50K
29.700000000000003, Private, Some-college,11.0, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0.0,2063.6000000000004,49.50000000000001, Cambodia, <=50K
31.900000000000002, Private, Assoc-voc,12.100000000000001, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
50.6, Private, Bachelors,14.3, Married-civ-spouse, Exec-managerial, Husband, White, Male,16526.4,0.0,49.50000000000001, United-States, >50K
28.6, Private, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
50.6, Private, HS-grad,9.9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,47.300000000000004, United-States, <=50K
31.900000000000002, Private, HS-grad,9.9, Married-spouse-absent, Other-service, Not-in-family, Other, Female,0.0,0.0,44.0, Columbia, <=50K
49.50000000000001, Private, Some-college,11.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,55.00000000000001, United-States, <=50K
61.60000000000001, Private, Some-college,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,66.0, ?, <=50K
39.6, Private, HS-grad,9.9, Never-married, Adm-clerical, Other-relative, White, Male,0.0,0.0,44.0, United-States, >50K
57.2, Private, Bachelors,14.3, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
30.800000000000004, Private, Bachelors,14.3, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,44.0, United-States, <=50K
23.1, Private, Some-college,11.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,44.0, United-States, >50K
67.10000000000001, Self-emp-not-inc, Bachelors,14.3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, >50K
25.3, Private, 12th,8.8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,44.0, United-States, <=50K
20.900000000000002, ?, Some-college,11.0, Never-married, ?, Own-child, White, Male,0.0,0.0,24.200000000000003, United-States, >50K
41.800000000000004, Private, Some-college,11.0, Never-married, Sales, Unmarried, Black, Female,0.0,0.0,44.0, United-States, >50K
27.500000000000004, Private, HS-grad,9.9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,52.800000000000004, United-States, >50K
33.0, Private, Bachelors,14.3, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,79.2, United-States, <=50K
46.2, State-gov, Bachelors,14.3, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,44.0, United-States, <=50K
50.6, Self-emp-inc, Some-college,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
29.700000000000003, Private, Bachelors,14.3, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,47.300000000000004, United-States, <=50K
86.9, Private, 7th-8th,4.4, Widowed, Priv-house-serv, Not-in-family, White, Female,3260.4,0.0,33.0, United-States, <=50K
53.900000000000006, Local-gov, Masters,15.400000000000002, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
45.1, Private, Bachelors,14.3, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
44.0, State-gov, Masters,15.400000000000002, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0.0,0.0,41.800000000000004, China, >50K
27.500000000000004, Private, Bachelors,14.3, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,55.00000000000001, United-States, <=50K
33.0, Private, Bachelors,14.3, Divorced, Sales, Not-in-family, White, Male,0.0,1720.4,44.0, United-States, >50K
25.3, Private, HS-grad,9.9, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,44.0, United-States, <=50K
28.6, Private, Bachelors,14.3, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,77.0, United-States, >50K
35.2, Self-emp-not-inc, HS-grad,9.9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,66.0, United-States, <=50K
22.0, Private, HS-grad,9.9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,49.50000000000001, United-States, <=50K
29.700000000000003, Private, HS-grad,9.9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,44.0, United-States, <=50K
48.400000000000006, Private, Bachelors,14.3, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,5.5, United-States, <=50K
27.500000000000004, Local-gov, Some-college,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
37.400000000000006, Federal-gov, 12th,8.8, Married-civ-spouse, Armed-Forces, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
27.500000000000004, Self-emp-not-inc, Assoc-voc,12.100000000000001, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,49.50000000000001, United-States, <=50K
35.2, Local-gov, HS-grad,9.9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
50.6, Private, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
51.7, Private, 9th,5.5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,61.60000000000001, ?, <=50K
57.2, Private, 11th,7.700000000000001, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
31.900000000000002, Local-gov, Bachelors,14.3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,66.0, United-States, <=50K
47.300000000000004, Local-gov, Some-college,11.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,22.0, United-States, <=50K
66.0, Private, HS-grad,9.9, Divorced, Tech-support, Unmarried, White, Female,2856.7000000000003,0.0,44.0, United-States, <=50K
44.0, Private, Assoc-voc,12.100000000000001, Separated, Sales, Not-in-family, Black, Male,0.0,0.0,48.400000000000006, United-States, <=50K
66.0, Local-gov, Masters,15.400000000000002, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, >50K
23.1, Private, 12th,8.8, Never-married, Adm-clerical, Other-relative, Black, Male,0.0,0.0,52.800000000000004, ?, <=50K
19.8, Private, 12th,8.8, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,22.0, United-States, <=50K
33.0, Private, HS-grad,9.9, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
58.300000000000004, Private, Masters,15.400000000000002, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2174.7000000000003,60.50000000000001, United-States, >50K
41.800000000000004, Private, HS-grad,9.9, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,44.0, United-States, >50K
68.2, Self-emp-inc, Bachelors,14.3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,2656.5,66.0, United-States, >50K
41.800000000000004, Private, Assoc-voc,12.100000000000001, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
66.0, Private, Doctorate,17.6, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,71.5, United-States, >50K
24.200000000000003, Private, HS-grad,9.9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.00000000000001, United-States, >50K
48.400000000000006, Private, Some-college,11.0, Divorced, Sales, Unmarried, White, Female,0.0,1548.8000000000002,50.6, United-States, <=50K
20.900000000000002, Private, HS-grad,9.9, Never-married, Other-service, Own-child, White, Female,0.0,0.0,22.0, United-States, <=50K
27.500000000000004, Self-emp-not-inc, Assoc-voc,12.100000000000001, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
24.200000000000003, Private, Some-college,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
51.7, Private, HS-grad,9.9, Separated, Prof-specialty, Other-relative, Other, Female,0.0,0.0,44.0, Puerto-Rico, >50K
69.30000000000001, Self-emp-not-inc, Some-college,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,52.800000000000004, United-States, >50K
36.300000000000004, Private, HS-grad,9.9, Never-married, Sales, Not-in-family, White, Male,3657.5000000000005,0.0,55.00000000000001, United-States, <=50K
46.2, Private, Masters,15.400000000000002, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2092.2000000000003,55.00000000000001, United-States, <=50K
25.3, Private, HS-grad,9.9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
27.500000000000004, Self-emp-inc, HS-grad,9.9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,66.0, United-States, >50K
26.400000000000002, Private, HS-grad,9.9, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
63.800000000000004, Federal-gov, Bachelors,14.3, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,44.0, United-States, >50K
26.400000000000002, Private, HS-grad,9.9, Never-married, Sales, Own-child, White, Male,0.0,0.0,44.0, United-States, >50K
38.5, Local-gov, HS-grad,9.9, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K
23.1, Private, HS-grad,9.9, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, Guatemala, <=50K
53.900000000000006, Self-emp-not-inc, HS-grad,9.9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,33.0, United-States, >50K
27.500000000000004, Federal-gov, HS-grad,9.9, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,44.0, United-States, >50K
51.7, Private, Some-college,11.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,44.0, United-States, <=50K
78.10000000000001, Federal-gov, Some-college,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,22056.100000000002,0.0,44.0, United-States, >50K
46.2, Local-gov, Bachelors,14.3, Never-married, Adm-clerical, Not-in-family, White, Female,109998.90000000001,0.0,44.0, United-States, >50K
23.1, Private, Some-college,11.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,44.0, United-States, <=50K
30.800000000000004, Private, Bachelors,14.3, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,27.500000000000004, United-States, <=50K
38.5, Private, Masters,15.400000000000002, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,49.50000000000001, United-States, >50K
78.10000000000001, Private, 9th,5.5, Widowed, Sales, Unmarried, White, Female,0.0,0.0,14.3, United-States, <=50K
30.800000000000004, ?, Bachelors,14.3, Never-married, ?, Not-in-family, White, Female,0.0,0.0,47.300000000000004, United-States, <=50K
37.400000000000006, Private, Some-college,11.0, Separated, Sales, Not-in-family, White, Male,0.0,0.0,49.50000000000001, United-States, <=50K
26.400000000000002, Private, HS-grad,9.9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,44.0, Mexico, <=50K
18.700000000000003, Private, 9th,5.5, Never-married, Other-service, Unmarried, White, Male,0.0,0.0,22.0, United-States, <=50K
22.0, Private, HS-grad,9.9, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,44.0, United-States, <=50K
33.0, Private, Assoc-acdm,13.200000000000001, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,44.0, Vietnam, <=50K
44.0, Federal-gov, Some-college,11.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,44.0, United-States, <=50K
60.50000000000001, Private, Bachelors,14.3, Widowed, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0.0,0.0,44.0, United-States, <=50K
49.50000000000001, Private, 11th,7.700000000000001, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,44.0, South, <=50K
45.1, Private, Some-college,11.0, Separated, Transport-moving, Not-in-family, White, Male,0.0,0.0,38.5, United-States, <=50K
41.800000000000004, State-gov, Doctorate,17.6, Married-civ-spouse, Prof-specialty, Wife, White, Female,8456.800000000001,0.0,44.0, ?, >50K
47.300000000000004, Private, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, >50K
53.900000000000006, Private, HS-grad,9.9, Separated, Prof-specialty, Unmarried, White, Female,0.0,718.3000000000001,66.0, United-States, <=50K
53.900000000000006, Private, HS-grad,9.9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
51.7, Private, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
33.0, Private, HS-grad,9.9, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,44.0, United-States, <=50K
33.0, Private, 9th,5.5, Never-married, Handlers-cleaners, Unmarried, Black, Male,0.0,0.0,44.0, United-States, <=50K
19.8, Private, 10th,6.6000000000000005, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,29.700000000000003, United-States, <=50K
34.1, Private, Some-college,11.0, Separated, Tech-support, Unmarried, Black, Female,0.0,0.0,44.0, United-States, <=50K
53.900000000000006, Private, 10th,6.6000000000000005, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
41.800000000000004, Private, Bachelors,14.3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, ?, >50K
41.800000000000004, Private, Some-college,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
57.2, Self-emp-inc, Some-college,11.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,71.5, United-States, >50K
50.6, Private, HS-grad,9.9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
59.400000000000006, Private, Some-college,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,49.50000000000001, United-States, >50K
59.400000000000006, Private, 10th,6.6000000000000005, Separated, Sales, Unmarried, White, Female,0.0,0.0,47.300000000000004, Italy, <=50K
47.300000000000004, Private, Some-college,11.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,44.0, United-States, >50K
26.400000000000002, Private, Some-college,11.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,38.5, United-States, <=50K
46.2, Private, Assoc-voc,12.100000000000001, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,35.2, United-States, <=50K
20.900000000000002, Private, HS-grad,9.9, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,35.2, United-States, <=50K
30.800000000000004, Local-gov, Some-college,11.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,44.0, United-States, <=50K
38.5, Private, Assoc-acdm,13.200000000000001, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,38.5, United-States, >50K
28.6, Private, Some-college,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,44.0, United-States, <=50K
25.3, Private, Assoc-acdm,13.200000000000001, Never-married, Other-service, Own-child, White, Male,0.0,0.0,27.500000000000004, Columbia, <=50K
25.3, Private, Some-college,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,46.2, United-States, <=50K
26.400000000000002, Private, Preschool,1.1, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,33.0, United-States, <=50K
